,Cell,Cell_type
5084,human3_lib2.final_cell_0527,ductal
5085,human3_lib2.final_cell_0528,ductal
5086,human3_lib2.final_cell_0529,beta
5087,human3_lib2.final_cell_0530,endothelial
5088,human3_lib2.final_cell_0531,alpha
5089,human3_lib2.final_cell_0532,beta
5090,human3_lib2.final_cell_0533,alpha
5091,human3_lib2.final_cell_0534,beta
5092,human3_lib2.final_cell_0535,alpha
5093,human3_lib2.final_cell_0536,alpha
5094,human3_lib2.final_cell_0537,alpha
5095,human3_lib2.final_cell_0538,ductal
5096,human3_lib2.final_cell_0539,beta
5097,human3_lib2.final_cell_0540,activated_stellate
5098,human3_lib2.final_cell_0541,alpha
5099,human3_lib2.final_cell_0542,alpha
5100,human3_lib2.final_cell_0543,alpha
5101,human3_lib2.final_cell_0544,endothelial
5102,human3_lib2.final_cell_0545,alpha
5103,human3_lib2.final_cell_0546,beta
5104,human3_lib2.final_cell_0547,acinar
5105,human3_lib2.final_cell_0548,alpha
5106,human3_lib2.final_cell_0549,ductal
5107,human3_lib2.final_cell_0550,alpha
5108,human3_lib2.final_cell_0551,alpha
5109,human3_lib2.final_cell_0552,alpha
5110,human3_lib2.final_cell_0553,beta
5111,human3_lib2.final_cell_0554,alpha
5112,human3_lib2.final_cell_0555,alpha
5113,human3_lib2.final_cell_0556,alpha
5114,human3_lib2.final_cell_0557,alpha
5115,human3_lib2.final_cell_0558,quiescent_stellate
5116,human3_lib2.final_cell_0559,alpha
5117,human3_lib2.final_cell_0560,alpha
5118,human3_lib2.final_cell_0561,alpha
5119,human3_lib2.final_cell_0562,beta
5120,human3_lib2.final_cell_0563,beta
5121,human3_lib2.final_cell_0564,alpha
5122,human3_lib2.final_cell_0565,alpha
5123,human3_lib2.final_cell_0566,beta
5124,human3_lib2.final_cell_0567,alpha
5125,human3_lib2.final_cell_0568,alpha
5126,human3_lib2.final_cell_0569,acinar
5127,human3_lib2.final_cell_0570,ductal
5128,human3_lib2.final_cell_0571,alpha
5129,human3_lib2.final_cell_0572,alpha
5130,human3_lib2.final_cell_0573,beta
5131,human3_lib2.final_cell_0574,beta
5132,human3_lib2.final_cell_0575,alpha
5133,human3_lib2.final_cell_0576,acinar
5134,human3_lib2.final_cell_0577,alpha
5135,human3_lib2.final_cell_0578,alpha
5136,human3_lib2.final_cell_0579,alpha
5137,human3_lib2.final_cell_0580,macrophage
5138,human3_lib2.final_cell_0581,beta
5139,human3_lib2.final_cell_0582,beta
5140,human3_lib2.final_cell_0583,alpha
5141,human3_lib2.final_cell_0584,alpha
5142,human3_lib2.final_cell_0585,ductal
5143,human3_lib2.final_cell_0586,acinar
5144,human3_lib2.final_cell_0587,alpha
5145,human3_lib2.final_cell_0588,alpha
5146,human3_lib2.final_cell_0589,alpha
5147,human3_lib2.final_cell_0590,alpha
5148,human3_lib2.final_cell_0591,alpha
5149,human3_lib2.final_cell_0592,alpha
5150,human3_lib2.final_cell_0593,activated_stellate
5151,human3_lib2.final_cell_0594,beta
5152,human3_lib2.final_cell_0595,alpha
5153,human3_lib2.final_cell_0596,gamma
5154,human3_lib2.final_cell_0597,alpha
5155,human3_lib2.final_cell_0598,alpha
5156,human3_lib2.final_cell_0599,ductal
5157,human3_lib2.final_cell_0600,alpha
5158,human3_lib2.final_cell_0601,alpha
5159,human3_lib2.final_cell_0602,alpha
5160,human3_lib2.final_cell_0603,alpha
5161,human3_lib2.final_cell_0604,alpha
5162,human3_lib2.final_cell_0605,quiescent_stellate
5163,human3_lib2.final_cell_0606,ductal
5164,human3_lib2.final_cell_0607,ductal
5165,human3_lib2.final_cell_0608,acinar
5166,human3_lib2.final_cell_0609,delta
5167,human3_lib2.final_cell_0610,alpha
5168,human3_lib2.final_cell_0611,ductal
5169,human3_lib2.final_cell_0612,alpha
5170,human3_lib2.final_cell_0613,alpha
5171,human3_lib2.final_cell_0614,acinar
5172,human3_lib2.final_cell_0615,delta
5173,human3_lib2.final_cell_0616,acinar
5174,human3_lib2.final_cell_0617,alpha
5175,human3_lib2.final_cell_0618,alpha
5176,human3_lib2.final_cell_0619,alpha
5177,human3_lib2.final_cell_0620,acinar
5178,human3_lib2.final_cell_0621,activated_stellate
5179,human3_lib2.final_cell_0622,beta
5180,human3_lib2.final_cell_0623,acinar
5181,human3_lib2.final_cell_0624,beta
5182,human3_lib2.final_cell_0625,alpha
5183,human3_lib2.final_cell_0626,acinar
5184,human3_lib2.final_cell_0627,beta
5185,human3_lib2.final_cell_0628,alpha
5186,human3_lib2.final_cell_0629,alpha
5187,human3_lib2.final_cell_0630,ductal
5188,human3_lib2.final_cell_0631,alpha
5189,human3_lib2.final_cell_0632,ductal
5190,human3_lib2.final_cell_0633,alpha
5191,human3_lib2.final_cell_0634,alpha
5192,human3_lib2.final_cell_0635,alpha
5193,human3_lib2.final_cell_0636,acinar
5194,human3_lib2.final_cell_0637,ductal
5195,human3_lib2.final_cell_0638,acinar
5196,human3_lib2.final_cell_0639,alpha
5197,human3_lib2.final_cell_0640,delta
5198,human3_lib2.final_cell_0641,alpha
5199,human3_lib2.final_cell_0642,alpha
5200,human3_lib2.final_cell_0643,acinar
5201,human3_lib2.final_cell_0644,beta
5202,human3_lib2.final_cell_0645,alpha
5203,human3_lib2.final_cell_0646,acinar
5204,human3_lib2.final_cell_0647,endothelial
5205,human3_lib2.final_cell_0648,beta
5206,human3_lib2.final_cell_0649,alpha
5207,human3_lib2.final_cell_0650,activated_stellate
5208,human3_lib2.final_cell_0651,activated_stellate
5209,human3_lib2.final_cell_0652,acinar
5210,human3_lib2.final_cell_0653,alpha
5211,human3_lib2.final_cell_0654,alpha
5212,human3_lib2.final_cell_0655,alpha
5213,human3_lib2.final_cell_0656,alpha
5214,human3_lib2.final_cell_0657,ductal
5215,human3_lib2.final_cell_0658,alpha
5216,human3_lib2.final_cell_0659,endothelial
5217,human3_lib2.final_cell_0660,activated_stellate
5218,human3_lib2.final_cell_0661,alpha
5219,human3_lib2.final_cell_0662,alpha
5220,human3_lib2.final_cell_0663,beta
5221,human3_lib2.final_cell_0664,alpha
5222,human3_lib2.final_cell_0665,beta
5223,human3_lib2.final_cell_0666,alpha
5224,human3_lib2.final_cell_0667,beta
5225,human3_lib2.final_cell_0668,quiescent_stellate
5226,human3_lib2.final_cell_0669,alpha
5227,human3_lib2.final_cell_0670,ductal
5228,human3_lib2.final_cell_0671,acinar
5229,human3_lib2.final_cell_0672,beta
5230,human3_lib2.final_cell_0673,mast
5231,human3_lib2.final_cell_0674,acinar
5232,human3_lib2.final_cell_0675,acinar
5233,human3_lib2.final_cell_0676,beta
5234,human3_lib2.final_cell_0677,beta
5235,human3_lib2.final_cell_0678,beta
5236,human3_lib2.final_cell_0679,alpha
5237,human3_lib2.final_cell_0680,alpha
5238,human3_lib2.final_cell_0681,activated_stellate
5239,human3_lib2.final_cell_0682,alpha
5240,human3_lib2.final_cell_0683,alpha
5241,human3_lib2.final_cell_0684,acinar
5242,human3_lib2.final_cell_0685,acinar
5243,human3_lib2.final_cell_0686,ductal
5244,human3_lib2.final_cell_0687,beta
5245,human3_lib2.final_cell_0688,alpha
5246,human3_lib2.final_cell_0689,acinar
5247,human3_lib2.final_cell_0690,ductal
5248,human3_lib2.final_cell_0691,beta
5249,human3_lib2.final_cell_0692,alpha
5250,human3_lib2.final_cell_0693,ductal
5251,human3_lib2.final_cell_0694,alpha
5252,human3_lib2.final_cell_0695,ductal
5253,human3_lib2.final_cell_0696,alpha
5254,human3_lib2.final_cell_0697,activated_stellate
5255,human3_lib2.final_cell_0698,ductal
5256,human3_lib2.final_cell_0699,beta
5257,human3_lib2.final_cell_0700,alpha
5258,human3_lib2.final_cell_0701,quiescent_stellate
5259,human3_lib2.final_cell_0702,delta
5260,human3_lib2.final_cell_0703,beta
5261,human3_lib2.final_cell_0704,alpha
5262,human3_lib2.final_cell_0705,ductal
5263,human3_lib2.final_cell_0706,alpha
5264,human3_lib2.final_cell_0707,alpha
5265,human3_lib2.final_cell_0708,beta
5266,human3_lib2.final_cell_0709,alpha
5267,human3_lib2.final_cell_0710,acinar
5268,human3_lib2.final_cell_0711,alpha
5269,human3_lib2.final_cell_0712,quiescent_stellate
5270,human3_lib2.final_cell_0713,ductal
5271,human3_lib2.final_cell_0714,alpha
5272,human3_lib2.final_cell_0715,ductal
5273,human3_lib2.final_cell_0716,activated_stellate
5274,human3_lib2.final_cell_0717,alpha
5275,human3_lib2.final_cell_0718,beta
5276,human3_lib2.final_cell_0719,alpha
5277,human3_lib2.final_cell_0720,acinar
5278,human3_lib2.final_cell_0721,acinar
5279,human3_lib2.final_cell_0722,alpha
5280,human3_lib2.final_cell_0723,alpha
5281,human3_lib2.final_cell_0724,alpha
5282,human3_lib2.final_cell_0725,ductal
5283,human3_lib2.final_cell_0726,beta
5284,human3_lib2.final_cell_0727,alpha
5285,human3_lib2.final_cell_0728,acinar
5286,human3_lib2.final_cell_0729,activated_stellate
5287,human3_lib2.final_cell_0730,alpha
5288,human3_lib2.final_cell_0731,beta
5289,human3_lib2.final_cell_0732,alpha
5290,human3_lib2.final_cell_0733,beta
5291,human3_lib2.final_cell_0734,beta
5292,human3_lib2.final_cell_0735,beta
5293,human3_lib2.final_cell_0736,alpha
5294,human3_lib2.final_cell_0737,macrophage
5295,human3_lib2.final_cell_0738,ductal
5296,human3_lib2.final_cell_0739,alpha
5297,human3_lib2.final_cell_0740,beta
5298,human3_lib2.final_cell_0741,alpha
5299,human3_lib2.final_cell_0742,beta
5300,human3_lib2.final_cell_0743,ductal
5301,human3_lib2.final_cell_0744,alpha
5302,human3_lib2.final_cell_0745,alpha
5303,human3_lib2.final_cell_0746,alpha
5304,human3_lib2.final_cell_0747,alpha
5305,human3_lib2.final_cell_0748,alpha
5306,human3_lib2.final_cell_0749,beta
5307,human3_lib2.final_cell_0750,alpha
5308,human3_lib2.final_cell_0751,beta
5309,human3_lib2.final_cell_0752,ductal
5310,human3_lib2.final_cell_0753,ductal
5311,human3_lib2.final_cell_0754,ductal
5312,human3_lib2.final_cell_0755,alpha
5313,human3_lib2.final_cell_0756,ductal
5314,human3_lib2.final_cell_0757,activated_stellate
5315,human3_lib2.final_cell_0758,alpha
5316,human3_lib2.final_cell_0759,beta
5317,human3_lib2.final_cell_0760,activated_stellate
5318,human3_lib2.final_cell_0761,alpha
5319,human3_lib2.final_cell_0762,acinar
5320,human3_lib2.final_cell_0763,acinar
5321,human3_lib2.final_cell_0764,alpha
5322,human3_lib2.final_cell_0765,delta
5323,human3_lib2.final_cell_0766,endothelial
5324,human3_lib2.final_cell_0767,quiescent_stellate
5325,human3_lib2.final_cell_0768,beta
5326,human3_lib2.final_cell_0769,beta
5327,human3_lib2.final_cell_0770,alpha
5328,human3_lib2.final_cell_0771,activated_stellate
5329,human3_lib2.final_cell_0772,alpha
5330,human3_lib2.final_cell_0773,beta
5331,human3_lib2.final_cell_0774,acinar
5332,human3_lib2.final_cell_0775,alpha
5333,human3_lib2.final_cell_0776,delta
5334,human3_lib2.final_cell_0777,acinar
5335,human3_lib2.final_cell_0778,quiescent_stellate
5336,human3_lib2.final_cell_0779,beta
5337,human3_lib2.final_cell_0780,alpha
5338,human3_lib2.final_cell_0781,alpha
5339,human3_lib2.final_cell_0782,ductal
5340,human3_lib2.final_cell_0783,alpha
5341,human3_lib2.final_cell_0784,alpha
5342,human3_lib2.final_cell_0785,alpha
5343,human3_lib2.final_cell_0786,alpha
5344,human3_lib2.final_cell_0787,alpha
5345,human3_lib2.final_cell_0788,gamma
5346,human3_lib2.final_cell_0789,alpha
5347,human3_lib2.final_cell_0790,beta
5348,human3_lib2.final_cell_0791,beta
5349,human3_lib2.final_cell_0792,delta
5350,human3_lib2.final_cell_0793,alpha
5351,human3_lib2.final_cell_0794,activated_stellate
5352,human3_lib2.final_cell_0795,alpha
5353,human3_lib2.final_cell_0796,quiescent_stellate
5354,human3_lib2.final_cell_0797,beta
5355,human3_lib2.final_cell_0798,mast
5356,human3_lib2.final_cell_0799,alpha
5357,human3_lib2.final_cell_0800,acinar
5358,human3_lib2.final_cell_0801,alpha
5359,human3_lib2.final_cell_0802,alpha
5360,human3_lib2.final_cell_0803,endothelial
5361,human3_lib2.final_cell_0804,beta
5362,human3_lib2.final_cell_0805,macrophage
5363,human3_lib2.final_cell_0806,ductal
5364,human3_lib2.final_cell_0807,beta
5365,human3_lib2.final_cell_0808,beta
5366,human3_lib2.final_cell_0809,beta
5367,human3_lib2.final_cell_0810,alpha
5368,human3_lib2.final_cell_0811,beta
5369,human3_lib2.final_cell_0812,alpha
5370,human3_lib2.final_cell_0813,mast
5371,human3_lib2.final_cell_0814,alpha
5372,human3_lib2.final_cell_0815,alpha
5373,human3_lib2.final_cell_0816,beta
5374,human3_lib2.final_cell_0817,endothelial
5375,human3_lib2.final_cell_0818,acinar
5376,human3_lib2.final_cell_0819,endothelial
5377,human3_lib2.final_cell_0820,beta
5378,human3_lib2.final_cell_0821,beta
5379,human3_lib2.final_cell_0822,alpha
5380,human3_lib2.final_cell_0823,quiescent_stellate
5381,human3_lib2.final_cell_0824,ductal
5382,human3_lib2.final_cell_0825,ductal
5383,human3_lib2.final_cell_0826,beta
5384,human3_lib2.final_cell_0827,beta
5385,human3_lib2.final_cell_0828,alpha
5386,human3_lib2.final_cell_0829,beta
5387,human3_lib2.final_cell_0830,beta
5388,human3_lib2.final_cell_0831,beta
5389,human3_lib2.final_cell_0832,quiescent_stellate
5390,human3_lib2.final_cell_0833,quiescent_stellate
5391,human3_lib2.final_cell_0834,beta
5392,human3_lib2.final_cell_0835,alpha
5393,human3_lib2.final_cell_0836,delta
5394,human3_lib2.final_cell_0837,alpha
5395,human3_lib2.final_cell_0838,ductal
5396,human3_lib2.final_cell_0839,acinar
5397,human3_lib2.final_cell_0840,alpha
5398,human3_lib2.final_cell_0841,alpha
5399,human3_lib2.final_cell_0842,alpha
5400,human3_lib2.final_cell_0843,quiescent_stellate
5401,human3_lib2.final_cell_0844,alpha
5402,human3_lib2.final_cell_0845,beta
5403,human3_lib2.final_cell_0846,endothelial
5404,human3_lib2.final_cell_0847,activated_stellate
5405,human3_lib2.final_cell_0848,alpha
5406,human3_lib2.final_cell_0849,alpha
5407,human3_lib2.final_cell_0850,beta
5408,human3_lib2.final_cell_0851,alpha
5409,human3_lib2.final_cell_0852,beta
5410,human3_lib2.final_cell_0853,beta
5411,human3_lib2.final_cell_0854,alpha
5412,human3_lib2.final_cell_0855,ductal
5413,human3_lib2.final_cell_0856,endothelial
5414,human3_lib2.final_cell_0857,endothelial
5415,human3_lib2.final_cell_0858,endothelial
5416,human3_lib2.final_cell_0859,beta
5417,human3_lib2.final_cell_0860,beta
5418,human3_lib2.final_cell_0861,quiescent_stellate
5419,human3_lib2.final_cell_0862,beta
5420,human3_lib2.final_cell_0863,beta
5421,human3_lib2.final_cell_0864,beta
5422,human3_lib2.final_cell_0865,beta
5423,human3_lib2.final_cell_0866,ductal
5424,human3_lib2.final_cell_0867,beta
5425,human3_lib2.final_cell_0868,ductal
5426,human3_lib2.final_cell_0869,endothelial
5427,human3_lib2.final_cell_0870,endothelial
5428,human3_lib2.final_cell_0871,alpha
5429,human3_lib2.final_cell_0872,beta
5430,human3_lib2.final_cell_0873,activated_stellate
5431,human3_lib2.final_cell_0874,beta
5432,human3_lib2.final_cell_0875,alpha
5433,human3_lib3.final_cell_0001,acinar
5434,human3_lib3.final_cell_0002,acinar
5435,human3_lib3.final_cell_0003,acinar
5436,human3_lib3.final_cell_0004,acinar
5437,human3_lib3.final_cell_0005,acinar
5438,human3_lib3.final_cell_0006,acinar
5439,human3_lib3.final_cell_0007,acinar
5440,human3_lib3.final_cell_0008,acinar
5441,human3_lib3.final_cell_0009,acinar
5442,human3_lib3.final_cell_0010,acinar
5443,human3_lib3.final_cell_0011,acinar
5444,human3_lib3.final_cell_0012,acinar
5445,human3_lib3.final_cell_0013,acinar
5446,human3_lib3.final_cell_0014,acinar
5447,human3_lib3.final_cell_0015,acinar
5448,human3_lib3.final_cell_0016,acinar
5449,human3_lib3.final_cell_0017,acinar
5450,human3_lib3.final_cell_0018,acinar
5451,human3_lib3.final_cell_0019,acinar
5452,human3_lib3.final_cell_0020,acinar
5453,human3_lib3.final_cell_0021,acinar
5454,human3_lib3.final_cell_0022,acinar
5455,human3_lib3.final_cell_0023,acinar
5456,human3_lib3.final_cell_0024,acinar
5457,human3_lib3.final_cell_0025,acinar
5458,human3_lib3.final_cell_0026,acinar
5459,human3_lib3.final_cell_0027,acinar
5460,human3_lib3.final_cell_0028,acinar
5461,human3_lib3.final_cell_0029,acinar
5462,human3_lib3.final_cell_0030,acinar
5463,human3_lib3.final_cell_0031,acinar
5464,human3_lib3.final_cell_0032,alpha
5465,human3_lib3.final_cell_0033,acinar
5466,human3_lib3.final_cell_0034,delta
5467,human3_lib3.final_cell_0035,acinar
5468,human3_lib3.final_cell_0036,acinar
5469,human3_lib3.final_cell_0037,acinar
5470,human3_lib3.final_cell_0038,acinar
5471,human3_lib3.final_cell_0039,acinar
5472,human3_lib3.final_cell_0040,acinar
5473,human3_lib3.final_cell_0041,acinar
5474,human3_lib3.final_cell_0042,acinar
5475,human3_lib3.final_cell_0043,acinar
5476,human3_lib3.final_cell_0044,acinar
5477,human3_lib3.final_cell_0045,acinar
5478,human3_lib3.final_cell_0046,acinar
5479,human3_lib3.final_cell_0047,acinar
5480,human3_lib3.final_cell_0048,acinar
5481,human3_lib3.final_cell_0049,acinar
5482,human3_lib3.final_cell_0050,acinar
5483,human3_lib3.final_cell_0051,acinar
5484,human3_lib3.final_cell_0052,beta
5485,human3_lib3.final_cell_0053,acinar
5486,human3_lib3.final_cell_0054,beta
5487,human3_lib3.final_cell_0055,acinar
5488,human3_lib3.final_cell_0056,acinar
5489,human3_lib3.final_cell_0057,acinar
5490,human3_lib3.final_cell_0058,acinar
5491,human3_lib3.final_cell_0059,acinar
5492,human3_lib3.final_cell_0060,acinar
5493,human3_lib3.final_cell_0061,acinar
5494,human3_lib3.final_cell_0062,acinar
5495,human3_lib3.final_cell_0063,acinar
5496,human3_lib3.final_cell_0064,acinar
5497,human3_lib3.final_cell_0065,acinar
5498,human3_lib3.final_cell_0066,acinar
5499,human3_lib3.final_cell_0067,acinar
5500,human3_lib3.final_cell_0068,acinar
5501,human3_lib3.final_cell_0069,acinar
5502,human3_lib3.final_cell_0070,acinar
5503,human3_lib3.final_cell_0071,acinar
5504,human3_lib3.final_cell_0072,acinar
5505,human3_lib3.final_cell_0073,acinar
5506,human3_lib3.final_cell_0074,acinar
5507,human3_lib3.final_cell_0075,acinar
5508,human3_lib3.final_cell_0076,acinar
5509,human3_lib3.final_cell_0077,acinar
5510,human3_lib3.final_cell_0078,acinar
5511,human3_lib3.final_cell_0079,acinar
5512,human3_lib3.final_cell_0080,acinar
5513,human3_lib3.final_cell_0081,acinar
5514,human3_lib3.final_cell_0082,acinar
5515,human3_lib3.final_cell_0083,ductal
5516,human3_lib3.final_cell_0084,acinar
5517,human3_lib3.final_cell_0085,acinar
5518,human3_lib3.final_cell_0086,beta
5519,human3_lib3.final_cell_0087,beta
5520,human3_lib3.final_cell_0088,acinar
5521,human3_lib3.final_cell_0089,acinar
5522,human3_lib3.final_cell_0090,acinar
5523,human3_lib3.final_cell_0091,delta
5524,human3_lib3.final_cell_0092,acinar
5525,human3_lib3.final_cell_0093,beta
5526,human3_lib3.final_cell_0094,acinar
5527,human3_lib3.final_cell_0095,acinar
5528,human3_lib3.final_cell_0096,acinar
5529,human3_lib3.final_cell_0097,alpha
5530,human3_lib3.final_cell_0098,acinar
5531,human3_lib3.final_cell_0099,acinar
5532,human3_lib3.final_cell_0100,acinar
5533,human3_lib3.final_cell_0101,acinar
5534,human3_lib3.final_cell_0102,delta
5535,human3_lib3.final_cell_0103,acinar
5536,human3_lib3.final_cell_0104,alpha
5537,human3_lib3.final_cell_0105,beta
5538,human3_lib3.final_cell_0106,acinar
5539,human3_lib3.final_cell_0107,beta
5540,human3_lib3.final_cell_0108,beta
5541,human3_lib3.final_cell_0109,acinar
5542,human3_lib3.final_cell_0110,ductal
5543,human3_lib3.final_cell_0111,acinar
5544,human3_lib3.final_cell_0112,beta
5545,human3_lib3.final_cell_0113,acinar
5546,human3_lib3.final_cell_0114,alpha
5547,human3_lib3.final_cell_0115,alpha
5548,human3_lib3.final_cell_0116,alpha
5549,human3_lib3.final_cell_0117,activated_stellate
5550,human3_lib3.final_cell_0118,acinar
5551,human3_lib3.final_cell_0119,acinar
5552,human3_lib3.final_cell_0120,acinar
5553,human3_lib3.final_cell_0121,beta
5554,human3_lib3.final_cell_0122,acinar
5555,human3_lib3.final_cell_0123,acinar
5556,human3_lib3.final_cell_0124,beta
5557,human3_lib3.final_cell_0125,alpha
5558,human3_lib3.final_cell_0126,acinar
5559,human3_lib3.final_cell_0127,alpha
5560,human3_lib3.final_cell_0128,acinar
5561,human3_lib3.final_cell_0129,acinar
5562,human3_lib3.final_cell_0130,alpha
5563,human3_lib3.final_cell_0131,beta
5564,human3_lib3.final_cell_0132,acinar
5565,human3_lib3.final_cell_0133,alpha
5566,human3_lib3.final_cell_0134,activated_stellate
5567,human3_lib3.final_cell_0135,acinar
5568,human3_lib3.final_cell_0136,beta
5569,human3_lib3.final_cell_0137,beta
5570,human3_lib3.final_cell_0138,beta
5571,human3_lib3.final_cell_0139,acinar
5572,human3_lib3.final_cell_0140,beta
