,Cell,Cell_type
5530,F2S4_160429_015_F01,Vip Lmo1 Fam159b
5531,F2S4_160429_015_G01,Pvalb Gabrg1
5532,F2S4_160429_015_H01,Vip Igfbp6 Pltp
5533,F2S4_160429_016_A01,Vip Crispld2 Kcne4
5534,F2S4_160429_016_B01,Sst Tac1 Tacr3
5535,F2S4_160429_016_C01,Vip Chat Htr1f
5536,F2S4_160429_016_D01,Lamp5 Lsp1
5537,F2S4_160429_016_E01,Vip Crispld2 Htr2c
5538,F2S4_160429_016_F01,Lamp5 Lsp1
5539,F2S4_160429_016_G01,Vip Lect1 Oxtr
5540,F2S4_160429_016_H01,Vip Rspo1 Itga4
5541,F2S4_160429_017_A01,Vip Lect1 Oxtr
5542,F2S4_160429_017_C01,Lamp5 Lsp1
5543,F2S4_160429_017_D01,Vip Lect1 Oxtr
5544,F2S4_160429_017_E01,Vip Chat Htr1f
5545,F2S4_160429_017_F01,Vip Igfbp6 Pltp
5546,F2S4_160429_017_G01,Sncg Vip Nptx2
5547,F2S4_160429_017_H01,Lamp5 Lsp1
5548,F2S4_160429_018_A01,Sst Rxfp1 Prdm8
5549,F2S4_160429_018_B01,Vip Arhgap36 Hmcn1
5550,F2S4_160429_018_C01,Vip Rspo4 Rxfp1 Chat
5551,F2S4_160429_018_E01,Vip Arhgap36 Hmcn1
5552,F2S4_160429_018_F01,Sst Crhr2 Efemp1
5553,F2S4_160429_018_G01,Vip Igfbp6 Pltp
5554,F2S4_160429_018_H01,Vip Arhgap36 Hmcn1
5555,F2S4_160429_019_A01,Vip Igfbp6 Car10
5556,F2S4_160429_019_B01,Vip Rspo1 Itga4
5557,F2S4_160429_019_C01,Vip Col15a1 Pde1a
5558,F2S4_160429_019_D01,Vip Ptprt Pkp2
5559,F2S4_160429_019_F01,Vip Rspo1 Itga4
5560,F2S4_160429_019_G01,Vip Chat Htr1f
5561,F2S4_160429_019_H01,Sst Rxfp1 Prdm8
5562,F2S4_160429_020_A01,Lamp5 Lsp1
5563,F2S4_160429_020_B01,Vip Arhgap36 Hmcn1
5564,F2S4_160429_020_C01,Vip Crispld2 Htr2c
5565,F2S4_160429_020_D01,Lamp5 Lhx6
5566,F2S4_160429_020_E01,Vip Igfbp6 Pltp
5567,F2S4_160429_020_F01,Sncg Vip Nptx2
5568,F2S4_160429_020_G01,Lamp5 Lsp1
5569,F2S4_160429_020_H01,Pvalb Tpbg
5570,F2S4_160429_021_A01,Vip Col15a1 Pde1a
5571,F2S4_160429_021_B01,Pvalb Tpbg
5572,F2S4_160429_021_C01,Lamp5 Fam19a1 Tmem182
5573,F2S4_160429_021_D01,Sncg Vip Itih5
5574,F2S4_160429_021_E01,Vip Rspo4 Rxfp1 Chat
5575,F2S4_160429_021_F01,Lamp5 Lsp1
5576,F2S4_160429_021_G01,Lamp5 Ntn1 Npy2r
5577,F2S4_160429_021_H01,Vip Chat Htr1f
5578,F2S4_160429_022_A01,Sst Tac2 Tacstd2
5579,F2S4_160429_022_B01,Sst Crh 4930553C11Rik 
5580,F2S4_160429_022_C01,Sst Rxfp1 Prdm8
5581,F2S4_160429_022_D01,Sst Esm1
5582,F2S4_160429_022_F01,Sst Myh8 Fibin
5583,F2S4_160429_022_G01,Vip Lmo1 Fam159b
5584,F2S4_160429_022_H01,Sst Rxfp1 Prdm8
5585,F2S4_160502_001_A01,Vip Pygm C1ql1
5586,F2S4_160502_001_B01,Vip Lect1 Oxtr
5587,F2S4_160502_001_C01,Lamp5 Lsp1
5588,F2S4_160502_001_D01,Sncg Gpr50
5589,F2S4_160502_001_E01,Lamp5 Lsp1
5590,F2S4_160502_001_F01,Vip Igfbp4 Mab21l1
5591,F2S4_160502_001_G01,Pvalb Tpbg
5592,F2S4_160502_001_H01,Vip Pygm C1ql1
5593,F2S4_160502_002_A01,Lamp5 Lsp1
5594,F2S4_160502_002_B01,Pvalb Tpbg
5595,F2S4_160502_002_C01,Vip Igfbp6 Pltp
5596,F2S4_160502_002_D01,Vip Lect1 Oxtr
5597,F2S4_160502_002_E01,Vip Crispld2 Kcne4
5598,F2S4_160502_002_F01,Vip Chat Htr1f
5599,F2S4_160502_002_G01,Sst Tac1 Tacr3
5600,F2S4_160502_002_H01,Vip Chat Htr1f
5601,F2S4_160502_003_A01,Vip Crispld2 Htr2c
5602,F2S4_160502_003_B01,Vip Crispld2 Htr2c
5603,F2S4_160502_003_C01,Vip Igfbp6 Pltp
5604,F2S4_160502_003_D01,Vip Igfbp6 Pltp
5605,F2S4_160502_003_E01,Vip Chat Htr1f
5606,F2S4_160502_003_F01,Vip Col15a1 Pde1a
5607,F2S4_160502_003_G01,Sncg Gpr50
5608,F2S4_160502_003_H01,Vip Lect1 Oxtr
5609,F2S4_160502_004_A01,Vip Rspo1 Itga4
5610,F2S4_160502_004_B01,Vip Igfbp6 Car10
5611,F2S4_160502_004_C01,Lamp5 Lsp1
5612,F2S4_160502_004_D01,Lamp5 Lsp1
5613,F2S4_160502_004_E01,Sncg Vip Nptx2
5614,F2S4_160502_004_F01,Vip Chat Htr1f
5615,F2S4_160502_004_G01,Vip Rspo4 Rxfp1 Chat
5616,F2S4_160502_004_H01,Vip Pygm C1ql1
5617,F2S4_160502_005_A01,Vip Igfbp4 Mab21l1
5618,F2S4_160502_005_C01,Pvalb Tpbg
5619,F2S4_160502_005_D01,Vip Pygm C1ql1
5620,F2S4_160502_005_E01,Vip Pygm C1ql1
5621,F2S4_160502_005_F01,Vip Lect1 Oxtr
5622,F2S4_160502_005_G01,Sst Tac1 Tacr3
5623,F2S4_160502_005_H01,Vip Crispld2 Kcne4
5624,F2S4_160502_006_A01,Lamp5 Lsp1
5625,F2S4_160502_006_B01,Lamp5 Lsp1
5626,F2S4_160502_006_C01,Vip Chat Htr1f
5627,F2S4_160502_006_E01,Vip Crispld2 Kcne4
5628,F2S4_160502_006_F01,Sst Calb2 Pdlim5
5629,F2S4_160502_006_H01,Lamp5 Lsp1
5630,F2S4_160502_007_A01,Lamp5 Plch2 Dock5
5631,F2S4_160502_007_B01,Lamp5 Ntn1 Npy2r
5632,F2S4_160502_007_C01,Lamp5 Lsp1
5633,F2S4_160502_007_D01,Lamp5 Plch2 Dock5
5634,F2S4_160502_007_E01,Lamp5 Plch2 Dock5
5635,F2S4_160502_007_F01,Lamp5 Plch2 Dock5
5636,F2S4_160502_007_G01,Lamp5 Plch2 Dock5
5637,F2S4_160502_007_H01,Lamp5 Plch2 Dock5
5638,F2S4_160502_008_A01,Vip Lect1 Oxtr
5639,F2S4_160502_008_B01,Sncg Vip Nptx2
5640,F2S4_160502_008_C01,Vip Col15a1 Pde1a
5641,F2S4_160502_008_D01,Lamp5 Krt73
5642,F2S4_160502_008_E01,Vip Igfbp6 Pltp
5643,F2S4_160502_008_F01,Lamp5 Plch2 Dock5
5644,F2S4_160502_008_G01,Lamp5 Ntn1 Npy2r
5645,F2S4_160502_008_H01,Lamp5 Lsp1
5646,F2S4_160502_009_A01,Vip Crispld2 Kcne4
5647,F2S4_160502_009_B01,Vip Chat Htr1f
5648,F2S4_160502_009_C01,Vip Igfbp6 Pltp
5649,F2S4_160502_009_D01,Pvalb Vipr2
5650,F2S4_160502_009_E01,Vip Lect1 Oxtr
5651,F2S4_160502_009_F01,Vip Igfbp6 Pltp
5652,F2S4_160502_009_G01,Lamp5 Lsp1
5653,F2S4_160502_010_A01,Pvalb Vipr2
5654,F2S4_160502_010_B01,Lamp5 Krt73
5655,F2S4_160502_010_C01,Vip Rspo1 Itga4
5656,F2S4_160502_010_D01,Vip Igfbp6 Pltp
5657,F2S4_160502_010_E01,Vip Igfbp6 Car10
5658,F2S4_160502_010_F01,Lamp5 Lsp1
5659,F2S4_160502_010_G01,Vip Ptprt Pkp2
5660,F2S4_160502_010_H01,Vip Chat Htr1f
5661,F2S4_160502_011_A01,Sst Tac1 Tacr3
5662,F2S4_160502_011_B01,Sst Tac1 Htr1d
5663,F2S4_160502_011_C01,Vip Rspo4 Rxfp1 Chat
5664,F2S4_160502_011_D01,Vip Lect1 Oxtr
5665,F2S4_160502_011_E01,Sst Tac1 Htr1d
5666,F2S4_160502_011_F01,Vip Igfbp6 Pltp
5667,F2S4_160502_011_G01,Pvalb Reln Tac1
5668,F2S4_160502_011_H01,Lamp5 Lsp1
5669,F2S4_160502_012_A01,Vip Crispld2 Htr2c
5670,F2S4_160502_012_B01,Vip Pygm C1ql1
5671,F2S4_160502_012_C01,Vip Rspo4 Rxfp1 Chat
5672,F2S4_160502_012_D01,Vip Chat Htr1f
5673,F2S4_160502_012_E01,Sncg Gpr50
5674,F2S4_160502_012_F01,Vip Chat Htr1f
5675,F2S4_160502_012_G01,Lamp5 Plch2 Dock5
5676,F2S4_160502_012_H01,Vip Igfbp6 Car10
5677,F2S4_160502_013_A01,Vip Ptprt Pkp2
5678,F2S4_160502_013_B01,Lamp5 Lsp1
5679,F2S4_160502_013_C01,Vip Igfbp4 Mab21l1
5680,F2S4_160502_013_D01,Vip Igfbp6 Car10
5681,F2S4_160502_013_E01,Lamp5 Lsp1
5682,F2S4_160502_013_F01,Lamp5 Lsp1
5683,F2S4_160502_013_G01,Vip Chat Htr1f
5684,F2S4_160502_013_H01,Vip Igfbp6 Pltp
5685,F2S4_160502_014_A01,Vip Chat Htr1f
5686,F2S4_160502_014_B01,Lamp5 Plch2 Dock5
5687,F2S4_160502_014_C01,Vip Crispld2 Htr2c
5688,F2S4_160502_014_D01,Lamp5 Lsp1
5689,F2S4_160502_014_E01,Vip Pygm C1ql1
5690,F2S4_160502_014_F01,Vip Igfbp6 Car10
5691,F2S4_160502_014_H01,Vip Pygm C1ql1
5692,F2S4_160502_015_A01,Vip Arhgap36 Hmcn1
5693,F2S4_160502_015_B01,Pvalb Gabrg1
5694,F2S4_160502_015_C01,Sst Crhr2 Efemp1
5695,F2S4_160502_015_D01,Sst Crhr2 Efemp1
5696,F2S4_160502_015_E01,Lamp5 Lsp1
5697,F2S4_160502_015_F01,Sst Crh 4930553C11Rik 
5698,F2S4_160502_015_G01,Sst Crhr2 Efemp1
5699,F2S4_160502_015_H01,Sst Crhr2 Efemp1
5700,F2S4_160502_016_A01,Sst Nts
5701,F2S4_160502_016_B01,Vip Arhgap36 Hmcn1
5702,F2S4_160502_016_C01,Sst Crhr2 Efemp1
5703,F2S4_160502_016_D01,Pvalb Calb1 Sst
5704,F2S4_160502_016_F01,Pvalb Gabrg1
5705,F2S4_160502_016_G01,Vip Arhgap36 Hmcn1
5706,F2S4_160502_016_H01,Sst Rxfp1 Prdm8
5707,F2S4_160502_017_A01,Vip Igfbp6 Car10
5708,F2S4_160502_017_B01,Pvalb Gabrg1
5709,F2S4_160502_017_C01,Sst Crhr2 Efemp1
5710,F2S4_160502_017_D01,Vip Arhgap36 Hmcn1
5711,F2S4_160502_017_E01,Lamp5 Ntn1 Npy2r
5712,F2S4_160502_017_F01,Lamp5 Plch2 Dock5
5713,F2S4_160502_017_G01,Lamp5 Ntn1 Npy2r
5714,F2S4_160502_017_H01,Lamp5 Plch2 Dock5
5715,F2S4_160502_018_A01,Lamp5 Ntn1 Npy2r
5716,F2S4_160502_018_B01,Lamp5 Plch2 Dock5
5717,F2S4_160502_018_C01,Lamp5 Ntn1 Npy2r
5718,F2S4_160502_018_E01,Lamp5 Ntn1 Npy2r
5719,F2S4_160502_018_F01,Lamp5 Plch2 Dock5
5720,F2S4_160502_018_G01,Lamp5 Fam19a1 Pax6
5721,F2S4_160502_018_H01,Lamp5 Lsp1
5722,F2S4_160502_019_A01,Lamp5 Fam19a1 Pax6
5723,F2S4_160502_019_B01,Lamp5 Lsp1
5724,F2S4_160502_019_C01,Vip Crispld2 Kcne4
5725,F2S4_160502_019_D01,Lamp5 Plch2 Dock5
5726,F2S4_160502_019_E01,Lamp5 Plch2 Dock5
5727,F2S4_160502_019_F01,Lamp5 Plch2 Dock5
5728,F2S4_160502_019_G01,Lamp5 Ntn1 Npy2r
5729,F2S4_160502_019_H01,Lamp5 Ntn1 Npy2r
5730,F2S4_160502_020_A01,Lamp5 Lsp1
5731,F2S4_160502_020_B01,Lamp5 Lsp1
5732,F2S4_160502_020_C01,Lamp5 Ntn1 Npy2r
5733,F2S4_160502_020_D01,Vip Gpc3 Slc18a3
5734,F2S4_160502_020_F01,Vip Gpc3 Slc18a3
5735,F2S4_160502_020_G01,Pvalb Gabrg1
5736,F2S4_160502_020_H01,Sst Esm1
5737,F2S4_160504_001_A01,Sst Chodl
5738,F2S4_160504_001_B01,Sst Chodl
5739,F2S4_160504_001_C01,Sst Chodl
5740,F2S4_160504_001_D01,Sst Chodl
5741,F2S4_160504_001_E01,Sst Chodl
5742,F2S4_160504_001_F01,Lamp5 Plch2 Dock5
5743,F2S4_160504_001_G01,Lamp5 Plch2 Dock5
5744,F2S4_160504_001_H01,Lamp5 Ntn1 Npy2r
5745,F2S4_160504_002_A01,Lamp5 Plch2 Dock5
5746,F2S4_160504_002_B01,Lamp5 Plch2 Dock5
5747,F2S4_160504_002_C01,Vip Crispld2 Htr2c
5748,F2S4_160504_002_D01,Lamp5 Plch2 Dock5
5749,F2S4_160504_002_E01,Lamp5 Ntn1 Npy2r
5750,F2S4_160504_002_H01,Lamp5 Ntn1 Npy2r
5751,F2S4_160504_003_A01,Lamp5 Ntn1 Npy2r
5752,F2S4_160504_003_B01,Lamp5 Lsp1
5753,F2S4_160504_003_C01,Vip Col15a1 Pde1a
5754,F2S4_160504_003_D01,Lamp5 Lsp1
5755,F2S4_160504_003_E01,Lamp5 Plch2 Dock5
5756,F2S4_160504_003_F01,Lamp5 Plch2 Dock5
5757,F2S4_160504_003_G01,Lamp5 Fam19a1 Pax6
5758,F2S4_160504_003_H01,Lamp5 Ntn1 Npy2r
5759,F2S4_160504_004_A01,Vip Chat Htr1f
5760,F2S4_160504_004_B01,Lamp5 Plch2 Dock5
5761,F2S4_160504_004_C01,Lamp5 Krt73
5762,F2S4_160504_004_D01,Vip Crispld2 Htr2c
5763,F2S4_160504_004_E01,Lamp5 Ntn1 Npy2r
5764,F2S4_160504_004_F01,Lamp5 Fam19a1 Pax6
5765,F2S4_160504_004_G01,Lamp5 Ntn1 Npy2r
5766,F2S4_160504_004_H01,Vip Col15a1 Pde1a
5767,F2S4_160504_005_A01,Endo Ctla2a
5768,F2S4_160504_005_B01,Lamp5 Fam19a1 Pax6
5769,F2S4_160504_005_C01,Lamp5 Plch2 Dock5
5770,F2S4_160504_005_D01,Lamp5 Ntn1 Npy2r
5771,F2S4_160504_005_E01,Lamp5 Plch2 Dock5
5772,F2S4_160504_005_G01,Lamp5 Lsp1
5773,F2S4_160504_005_H01,Lamp5 Plch2 Dock5
5774,F2S4_160504_006_A01,Lamp5 Ntn1 Npy2r
5775,F2S4_160504_006_C01,Lamp5 Plch2 Dock5
5776,F2S4_160504_006_E01,Vip Igfbp6 Car10
5777,F2S4_160504_006_G01,Lamp5 Plch2 Dock5
5778,F2S4_160504_007_A01,Sst Esm1
5779,F2S4_160504_007_B01,Pvalb Akr1c18 Ntf3
5780,F2S4_160504_007_F01,Lamp5 Lsp1
5781,F2S4_160504_007_G01,Pvalb Th Sst
5782,F2S4_160504_007_H01,Sst Crhr2 Efemp1
5783,F2S4_160504_008_B01,Sst Rxfp1 Prdm8
5784,F2S4_160504_008_C01,Vip Arhgap36 Hmcn1
5785,F2S4_160504_008_D01,Sst Chodl
5786,F2S4_160504_008_E01,Sst Rxfp1 Prdm8
5787,F2S4_160504_008_F01,Lamp5 Lsp1
5788,F2S4_160504_008_H01,Lamp5 Fam19a1 Pax6
5789,F2S4_160504_009_A01,Lamp5 Lsp1
5790,F2S4_160504_009_B01,Lamp5 Fam19a1 Pax6
5791,F2S4_160504_009_C01,Lamp5 Ntn1 Npy2r
5792,F2S4_160504_009_D01,Lamp5 Plch2 Dock5
5793,F2S4_160504_009_E01,Lamp5 Ntn1 Npy2r
5794,F2S4_160504_009_F01,Lamp5 Fam19a1 Tmem182
5795,F2S4_160504_009_G01,Lamp5 Lsp1
5796,F2S4_160504_009_H01,Lamp5 Ntn1 Npy2r
5797,F2S4_160504_010_B01,Lamp5 Fam19a1 Tmem182
5798,F2S4_160504_010_C01,Lamp5 Lsp1
5799,F2S4_160504_010_D01,Lamp5 Fam19a1 Tmem182
5800,F2S4_160504_010_E01,Sncg Vip Nptx2
5801,F2S4_160504_010_F01,Lamp5 Ntn1 Npy2r
5802,F2S4_160504_010_G01,Lamp5 Plch2 Dock5
5803,F2S4_160504_010_H01,Vip Igfbp6 Car10
5804,F2S4_160504_011_A01,Pvalb Calb1 Sst
5805,F2S4_160504_011_B01,Sst Crh 4930553C11Rik 
5806,F2S4_160504_011_C01,Pvalb Th Sst
5807,F2S4_160504_011_D01,Sst Tac2 Tacstd2
5808,F2S4_160504_011_E01,Sst Tac2 Tacstd2
5809,F2S4_160504_011_F01,Vip Arhgap36 Hmcn1
5810,F2S4_160512_001_A01,Pvalb Vipr2
5811,F2S4_160512_001_B01,Pvalb Tpbg
5812,F2S4_160512_001_C01,Pvalb Reln Itm2a
5813,F2S4_160512_001_D01,Pvalb Tpbg
5814,F2S4_160512_001_E01,Pvalb Sema3e Kank4
5815,F2S4_160512_001_F01,Pvalb Gpr149 Islr
5816,F2S4_160512_001_G01,Pvalb Reln Tac1
5817,F2S4_160512_001_H01,Pvalb Reln Tac1
5818,F2S4_160512_002_A01,Pvalb Reln Tac1
5819,F2S4_160512_002_C01,Pvalb Reln Tac1
5820,F2S4_160512_002_D01,Pvalb Sema3e Kank4
5821,F2S4_160512_002_E01,Pvalb Reln Tac1
5822,F2S4_160512_002_F01,Pvalb Reln Tac1
5823,F2S4_160512_002_G01,Pvalb Tpbg
5824,F2S4_160512_002_H01,Pvalb Reln Itm2a
5825,F2S4_160512_003_A01,Pvalb Tpbg
5826,F2S4_160512_003_B01,Pvalb Tpbg
5827,F2S4_160512_003_C01,Pvalb Tpbg
5828,F2S4_160512_003_D01,Pvalb Tpbg
5829,F2S4_160512_003_E01,Pvalb Tpbg
5830,F2S4_160512_003_F01,Pvalb Tpbg
5831,F2S4_160516_001_A01,L5 NP VISp Trhr Cpne7
5832,F2S4_160516_001_B01,L5 NP VISp Trhr Cpne7
5833,F2S4_160516_001_C01,L5 NP VISp Trhr Cpne7
5834,F2S4_160516_001_D01,L5 NP ALM Trhr Nefl
5835,F2S4_160516_001_E01,L6 IT VISp Penk Col27a1
5836,F2S4_160516_001_F01,Sst Chrna2 Glra3
5837,F2S4_160516_001_G01,L5 NP VISp Trhr Met
5838,F2S4_160516_001_H01,Sst Hpse Sema3c
5839,F2S4_160516_002_A01,L5 NP VISp Trhr Cpne7
5840,F2S4_160516_002_B01,L5 NP VISp Trhr Cpne7
5841,F2S4_160516_002_C01,L6 CT VISp Nxph2 Wls
5842,F2S4_160516_002_D01,Sst Chrna2 Glra3
5843,F2S4_160516_002_E01,L5 NP VISp Trhr Cpne7
5844,F2S4_160516_002_F01,L6 IT VISp Penk Fst
5845,F2S4_160516_002_G01,Sst Mme Fam114a1
5846,F2S4_160516_002_H01,L5 IT VISp Whrn Tox2
5847,F2S4_160516_003_A01,Sst Chrna2 Glra3
5848,F2S4_160516_003_B01,Vip Gpc3 Slc18a3
5849,F2S4_160516_003_C01,L5 PT VISp C1ql2 Cdh13
5850,F2S4_160516_003_D01,L5 PT VISp C1ql2 Ptgfr
5851,F2S4_160516_003_E01,L5 NP VISp Trhr Cpne7
5852,F2S4_160516_003_F01,Sst Chrna2 Ptgdr
5853,F2S4_160516_003_G01,L5 IT VISp Col6a1 Fezf2
5854,F2S4_160516_003_H01,L5 NP VISp Trhr Cpne7
5855,F2S4_160516_004_A01,L6 IT VISp Penk Col27a1
5856,F2S4_160516_004_B01,L5 NP VISp Trhr Cpne7
5857,F2S4_160516_004_C01,L5 IT VISp Col27a1
5858,F2S4_160516_004_D01,L5 NP VISp Trhr Cpne7
5859,F2S4_160516_004_E01,L5 NP VISp Trhr Cpne7
5860,F2S4_160516_004_F01,L5 NP VISp Trhr Met
5861,F2S4_160516_004_G01,L6 IT VISp Penk Col27a1
5862,F2S4_160516_004_H01,L5 IT VISp Batf3
5863,F2S4_160516_005_A01,L5 NP VISp Trhr Cpne7
5864,F2S4_160516_005_B01,Sst Chrna2 Glra3
5865,F2S4_160516_005_C01,Sst Myh8 Fibin
5866,F2S4_160516_005_D01,L5 IT VISp Batf3
5867,F2S4_160516_005_E01,L5 PT VISp C1ql2 Cdh13
5868,F2S4_160516_005_F01,L5 NP VISp Trhr Cpne7
5869,F2S4_160516_005_G01,Vip Arhgap36 Hmcn1
5870,F2S4_160516_005_H01,Sst Chrna2 Glra3
5871,F2S4_160516_006_A01,L5 IT ALM Cpa6 Gpr88
5872,F2S4_160516_006_B01,L5 NP VISp Trhr Met
5873,F2S4_160516_006_C01,L5 NP VISp Trhr Met
5874,F2S4_160516_006_D01,Sst Rxfp1 Prdm8
5875,F2S4_160516_006_E01,L6 IT VISp Penk Col27a1
5876,F2S4_160516_006_F01,L5 IT VISp Batf3
5877,F2S4_160516_006_G01,Sst Calb2 Pdlim5
5878,F2S4_160516_006_H01,L6 IT VISp Penk Col27a1
5879,F2S4_160516_007_A01,L6 IT VISp Col23a1 Adamts2
5880,F2S4_160516_007_B01,L5 NP VISp Trhr Met
5881,F2S4_160516_007_C01,L5 PT VISp Krt80
5882,F2S4_160516_007_D01,Sst Hpse Sema3c
5883,F2S4_160516_007_E01,Sst Chrna2 Glra3
5884,F2S4_160516_007_F01,L5 NP VISp Trhr Cpne7
5885,F2S4_160516_007_G01,L5 NP VISp Trhr Cpne7
5886,F2S4_160516_007_H01,L6 IT VISp Penk Col27a1
5887,F2S4_160516_008_A01,L2/3 IT VISp Agmat
5888,F2S4_160516_008_B01,L2/3 IT VISp Agmat
5889,F2S4_160516_008_C01,L2/3 IT VISp Agmat
5890,F2S4_160516_008_D01,Lamp5 Lsp1
5891,F2S4_160516_008_E01,L2/3 IT VISp Adamts2
5892,F2S4_160516_008_F01,Vip Pygm C1ql1
5893,F2S4_160516_008_G01,Vip Ptprt Pkp2
5894,F2S4_160516_008_H01,Lamp5 Plch2 Dock5
5895,F2S4_160516_009_A01,L2/3 IT VISp Agmat
5896,F2S4_160516_009_B01,Vip Rspo1 Itga4
5897,F2S4_160516_009_C01,Vip Ptprt Pkp2
5898,F2S4_160516_009_D01,L2/3 IT VISp Agmat
5899,F2S4_160516_009_E01,L2/3 IT VISp Agmat
5900,F2S4_160516_009_F01,L2/3 IT VISp Agmat
5901,F2S4_160516_009_G01,L2/3 IT VISp Adamts2
5902,F2S4_160516_009_H01,L2/3 IT VISp Agmat
5903,F2S4_160516_010_A01,L2/3 IT VISp Agmat
5904,F2S4_160516_010_B01,Vip Rspo4 Rxfp1 Chat
5905,F2S4_160516_010_C01,L2/3 IT VISp Agmat
5906,F2S4_160516_010_D01,Lamp5 Lsp1
5907,F2S4_160516_010_E01,L2/3 IT VISp Rrad
5908,F2S4_160516_010_F01,Sst Tac1 Htr1d
5909,F2S4_160516_010_G01,Vip Pygm C1ql1
5910,F2S4_160516_010_H01,L2/3 IT VISp Agmat
5911,F2S4_160516_011_A01,L2/3 IT VISp Agmat
5912,F2S4_160516_011_B01,L2/3 IT VISp Agmat
5913,F2S4_160516_011_C01,L2/3 IT VISp Adamts2
5914,F2S4_160516_011_D01,L4 IT VISp Rspo1
5915,F2S4_160516_011_E01,L4 IT VISp Rspo1
5916,F2S4_160516_011_F01,Lamp5 Lsp1
5917,F2S4_160516_011_G01,L4 IT VISp Rspo1
5918,F2S4_160516_011_H01,L2/3 IT VISp Adamts2
5919,F2S4_160516_012_A01,L2/3 IT VISp Agmat
5920,F2S4_160516_012_B01,L2/3 IT VISp Agmat
5921,F2S4_160516_012_C01,L2/3 IT VISp Agmat
5922,F2S4_160516_012_D01,L2/3 IT VISp Agmat
5923,F2S4_160516_012_E01,L2/3 IT VISp Agmat
5924,F2S4_160516_012_F01,L2/3 IT VISp Agmat
5925,F2S4_160516_012_G01,Vip Ptprt Pkp2
5926,F2S4_160516_012_H01,Lamp5 Ntn1 Npy2r
5927,F2S4_160516_013_A01,L2/3 IT VISp Agmat
5928,F2S4_160516_013_B01,L2/3 IT VISp Rrad
5929,F2S4_160516_013_C01,Vip Crispld2 Htr2c
5930,F2S4_160516_013_D01,Lamp5 Ntn1 Npy2r
5931,F2S4_160516_013_E01,L2/3 IT VISp Agmat
5932,F2S4_160516_013_F01,Vip Chat Htr1f
5933,F2S4_160516_013_G01,L2/3 IT VISp Agmat
5934,F2S4_160516_013_H01,L2/3 IT VISp Agmat
5935,F2S4_160516_014_A01,L2/3 IT VISp Agmat
5936,F2S4_160516_014_B01,L2/3 IT VISp Agmat
5937,F2S4_160516_014_C01,L2/3 IT VISp Agmat
5938,F2S4_160516_014_D01,Vip Ptprt Pkp2
5939,F2S4_160516_014_E01,Lamp5 Lsp1
5940,F2S4_160516_014_F01,L2/3 IT VISp Agmat
5941,F2S4_160516_014_G01,Lamp5 Lsp1
5942,F2S4_160516_014_H01,Lamp5 Plch2 Dock5
5943,F2S4_160516_015_A01,Sst Tac1 Tacr3
5944,F2S4_160516_015_B01,L2/3 IT VISp Agmat
5945,F2S4_160516_015_C01,Lamp5 Lsp1
5946,F2S4_160516_015_D01,L2/3 IT VISp Agmat
5947,F2S4_160516_015_E01,L2/3 IT VISp Agmat
5948,F2S4_160516_015_F01,Vip Crispld2 Kcne4
5949,F2S4_160516_015_G01,Vip Pygm C1ql1
5950,F2S4_160516_015_H01,Vip Rspo1 Itga4
5951,F2S4_160516_016_A01,L2/3 IT VISp Agmat
5952,F2S4_160516_016_B01,L2/3 IT VISp Adamts2
5953,F2S4_160516_016_C01,L2/3 IT VISp Adamts2
5954,F2S4_160516_016_D01,L2/3 IT VISp Agmat
5955,F2S4_160516_016_E01,L2/3 IT VISp Adamts2
5956,F2S4_160516_016_F01,L2/3 IT VISp Adamts2
5957,F2S4_160516_016_G01,Vip Chat Htr1f
5958,F2S4_160516_016_H01,L2/3 IT VISp Agmat
5959,F2S4_160516_017_A01,Vip Arhgap36 Hmcn1
5960,F2S4_160516_017_B01,L2/3 IT VISp Agmat
5961,F2S4_160516_017_C01,L2/3 IT VISp Agmat
5962,F2S4_160516_017_D01,Vip Ptprt Pkp2
5963,F2S4_160516_017_E01,L2/3 IT VISp Agmat
5964,F2S4_160516_017_F01,L2/3 IT VISp Agmat
5965,F2S4_160516_017_G01,Vip Crispld2 Htr2c
5966,F2S4_160516_017_H01,L2/3 IT VISp Agmat
5967,F2S4_160516_018_A01,Vip Crispld2 Htr2c
5968,F2S4_160516_018_B01,L2/3 IT VISp Agmat
5969,F2S4_160516_018_C01,Sst Tac1 Tacr3
5970,F2S4_160516_018_D01,Vip Crispld2 Kcne4
5971,F2S4_160516_018_E01,L2/3 IT VISp Agmat
5972,F2S4_160516_018_F01,L4 IT VISp Rspo1
5973,F2S4_160516_018_G01,L2/3 IT VISp Agmat
5974,F2S4_160516_018_H01,L2/3 IT VISp Agmat
5975,F2S4_160516_019_A01,Vip Crispld2 Htr2c
5976,F2S4_160516_019_B01,L4 IT VISp Rspo1
5977,F2S4_160516_019_C01,L2/3 IT VISp Agmat
5978,F2S4_160516_019_D01,Vip Gpc3 Slc18a3
5979,F2S4_160516_019_E01,L2/3 IT VISp Agmat
5980,F2S4_160516_019_F01,Vip Crispld2 Kcne4
5981,F2S4_160516_019_G01,L4 IT VISp Rspo1
5982,F2S4_160516_019_H01,Lamp5 Lsp1
5983,F2S4_160516_020_A01,L2/3 IT VISp Agmat
5984,F2S4_160516_020_B01,L2/3 IT VISp Agmat
5985,F2S4_160516_020_C01,Vip Crispld2 Kcne4
